Date,Open,High,Low,Close,Adj Close,Volume
2019-08-01,44900.000000,45500.000000,44850.000000,45200.000000,40018.191406,7811181
2019-08-02,44550.000000,45500.000000,44300.000000,44950.000000,39796.859375,12151374
2019-08-05,44350.000000,44600.000000,43600.000000,43950.000000,38911.492188,14214086
2019-08-06,42500.000000,43800.000000,42500.000000,43500.000000,38513.097656,15083824
2019-08-07,43600.000000,43900.000000,43100.000000,43200.000000,38247.480469,10002533
2019-08-08,43250.000000,43500.000000,42650.000000,42650.000000,37760.527344,16926881
2019-08-09,43250.000000,43350.000000,43050.000000,43150.000000,38203.207031,9685147
2019-08-12,44000.000000,44000.000000,43550.000000,43700.000000,38690.152344,8466169
2019-08-13,43500.000000,43500.000000,42950.000000,43000.000000,38070.402344,7276979
2019-08-14,43900.000000,44250.000000,43500.000000,43700.000000,38690.152344,8750135
2019-08-16,43800.000000,43900.000000,43300.000000,43900.000000,38867.226563,9528115
2019-08-19,44350.000000,44350.000000,43500.000000,43600.000000,38601.621094,6014218
2019-08-20,43950.000000,44600.000000,43550.000000,44450.000000,39354.183594,8434205
2019-08-21,44350.000000,44800.000000,44150.000000,44500.000000,39398.441406,6571717
2019-08-22,44500.000000,44700.000000,43850.000000,44050.000000,39000.035156,8061177
2019-08-23,43800.000000,44200.000000,43650.000000,43950.000000,38911.492188,5017381
2019-08-26,43050.000000,43800.000000,42950.000000,43600.000000,38601.621094,7954949
2019-08-27,43650.000000,44200.000000,43600.000000,44050.000000,39000.035156,16883932
2019-08-28,44100.000000,44400.000000,43750.000000,44150.000000,39088.570313,5758333
2019-08-29,44200.000000,44200.000000,43050.000000,43400.000000,38424.558594,10768862
2019-08-30,43750.000000,44300.000000,43750.000000,44000.000000,38955.769531,9899073
2019-09-02,44850.000000,44850.000000,43650.000000,43800.000000,38778.687500,7185537
2019-09-03,43550.000000,43650.000000,43100.000000,43250.000000,38291.742188,9774941
2019-09-04,43250.000000,44100.000000,43150.000000,44100.000000,39044.308594,12441837
2019-09-05,44800.000000,46100.000000,44450.000000,45700.000000,40460.878906,18297430
2019-09-06,46500.000000,46500.000000,45850.000000,46300.000000,40992.089844,9896562
2019-09-09,46450.000000,47000.000000,46300.000000,46900.000000,41523.308594,9434157
2019-09-10,47100.000000,47200.000000,46550.000000,47000.000000,41611.839844,9231792
2019-09-11,47300.000000,47400.000000,46800.000000,47150.000000,41744.648438,16141619
2019-09-16,47000.000000,47100.000000,46400.000000,47100.000000,41700.382813,15550926
2019-09-17,47000.000000,47100.000000,46800.000000,46900.000000,41523.308594,7006280
2019-09-18,46900.000000,47700.000000,46800.000000,47700.000000,42231.593750,10413027
2019-09-19,48050.000000,49200.000000,47850.000000,49150.000000,43515.359375,16461413
2019-09-20,49400.000000,49600.000000,49100.000000,49200.000000,43559.625000,15460210
2019-09-23,49250.000000,49300.000000,49000.000000,49300.000000,43648.160156,7568553
2019-09-24,49050.000000,49650.000000,48850.000000,49500.000000,43825.234375,7871955
2019-09-25,49200.000000,49350.000000,48800.000000,48900.000000,43294.015625,9187141
2019-09-26,49000.000000,49250.000000,48900.000000,49200.000000,43559.625000,8494756
2019-09-27,48000.000000,48700.000000,48000.000000,48400.000000,43161.902344,8048041
2019-09-30,48050.000000,49250.000000,47900.000000,49050.000000,43741.550781,9497119
2019-10-01,48900.000000,49100.000000,48650.000000,48850.000000,43563.191406,6206035
2019-10-02,48350.000000,48400.000000,47600.000000,47600.000000,42448.476563,8382463
2019-10-04,47400.000000,48650.000000,47350.000000,48000.000000,42805.179688,9331695
2019-10-07,48350.000000,48700.000000,47650.000000,47750.000000,42582.250000,7047273
2019-10-08,47900.000000,49000.000000,47600.000000,48900.000000,43607.789063,14239367
2019-10-10,48200.000000,49200.000000,48000.000000,48550.000000,43295.660156,18639855
2019-10-11,49000.000000,49450.000000,48800.000000,49150.000000,43830.722656,7783275
2019-10-14,50000.000000,50300.000000,49850.000000,50000.000000,44588.734375,11130635
2019-10-15,49900.000000,50200.000000,49900.000000,50100.000000,44677.914063,6058105
2019-10-16,50700.000000,50900.000000,50400.000000,50700.000000,45212.980469,9136282
2019-10-17,50500.000000,50600.000000,50100.000000,50500.000000,45034.625000,6701380
2019-10-18,50300.000000,50900.000000,49650.000000,49900.000000,44499.566406,8483106
2019-10-21,49900.000000,50400.000000,49800.000000,50300.000000,44856.265625,4406531
2019-10-22,50800.000000,51500.000000,50700.000000,51200.000000,45658.867188,10898729
2019-10-23,51300.000000,51500.000000,50800.000000,51200.000000,45658.867188,8663880
2019-10-24,52500.000000,52500.000000,50500.000000,50700.000000,45212.980469,21185785
2019-10-25,50800.000000,51200.000000,50500.000000,50900.000000,45391.335938,7879897
2019-10-28,50700.000000,51500.000000,50700.000000,51300.000000,45748.054688,6431522
2019-10-29,51400.000000,51700.000000,50800.000000,51100.000000,45569.687500,7581629
2019-10-30,50700.000000,50800.000000,50200.000000,50400.000000,44945.445313,8959435
2019-10-31,51000.000000,51400.000000,50300.000000,50400.000000,44945.445313,10304777
2019-11-01,50600.000000,51200.000000,50400.000000,51200.000000,45658.867188,8467846
2019-11-04,51700.000000,52300.000000,51400.000000,52300.000000,46639.816406,13012411
2019-11-05,52400.000000,52700.000000,52100.000000,52700.000000,46996.531250,10581034
2019-11-06,52900.000000,53500.000000,52700.000000,53300.000000,47531.593750,14361133
2019-11-07,53400.000000,53400.000000,52400.000000,52900.000000,47174.886719,9257116
2019-11-08,53200.000000,53300.000000,52000.000000,52100.000000,46461.460938,11603290
2019-11-11,52200.000000,52200.000000,51400.000000,51600.000000,46015.574219,8185952
2019-11-12,51800.000000,52600.000000,51600.000000,52600.000000,46907.347656,6576148
2019-11-13,52500.000000,52500.000000,52000.000000,52500.000000,46818.175781,6225196
2019-11-14,51900.000000,52800.000000,51900.000000,52800.000000,47085.699219,12010018
2019-11-15,52900.000000,53700.000000,52600.000000,53700.000000,47888.300781,9703360
2019-11-18,53600.000000,53800.000000,53200.000000,53500.000000,47709.957031,7746554
2019-11-19,53200.000000,53500.000000,52700.000000,53500.000000,47709.957031,8907177
2019-11-20,53400.000000,53400.000000,52000.000000,52000.000000,46372.289063,12560070
2019-11-21,51600.000000,52100.000000,50600.000000,51000.000000,45480.519531,14298646
2019-11-22,51000.000000,51600.000000,50900.000000,51600.000000,46015.574219,8478310
2019-11-25,52200.000000,52600.000000,51700.000000,51800.000000,46193.925781,9050625
2019-11-26,51900.000000,52900.000000,51800.000000,51800.000000,46193.925781,27372226
2019-11-27,51800.000000,52300.000000,51600.000000,52200.000000,46550.640625,7546261
2019-11-28,51900.000000,52100.000000,51300.000000,51300.000000,45748.054688,6833885
2019-11-29,51200.000000,51400.000000,50200.000000,50300.000000,44856.265625,11179334
2019-12-02,50900.000000,51300.000000,50400.000000,50400.000000,44945.445313,18877252
2019-12-03,49800.000000,50300.000000,49500.000000,49900.000000,44499.566406,12059812
2019-12-04,49600.000000,49850.000000,49000.000000,49450.000000,44098.253906,13246549
2019-12-05,50200.000000,50400.000000,49500.000000,49500.000000,44142.851563,10449715
2019-12-06,50100.000000,50900.000000,49950.000000,50400.000000,44945.445313,11414563
2019-12-09,50900.000000,51400.000000,50700.000000,51200.000000,45658.867188,8470627
2019-12-10,51000.000000,51600.000000,50700.000000,51500.000000,45926.402344,6882771
2019-12-11,51500.000000,52200.000000,51400.000000,51900.000000,46283.113281,11379521
2019-12-12,53000.000000,53300.000000,52700.000000,53300.000000,47531.593750,29178697
2019-12-13,54500.000000,54800.000000,53900.000000,54700.000000,48780.078125,18120261
2019-12-16,54500.000000,54900.000000,54300.000000,54700.000000,48780.078125,11512405
2019-12-17,55800.000000,56700.000000,55400.000000,56700.000000,50563.628906,19358433
2019-12-18,56700.000000,57200.000000,56000.000000,56300.000000,50206.917969,15558208
2019-12-19,57000.000000,57300.000000,55500.000000,56000.000000,49939.386719,14180520
2019-12-20,56100.000000,56500.000000,55600.000000,56000.000000,49939.386719,12095519
2019-12-23,56100.000000,56400.000000,55100.000000,55500.000000,49493.496094,9839252
2019-12-24,55600.000000,55700.000000,54800.000000,55000.000000,49047.613281,11868463
2019-12-26,54700.000000,55400.000000,54400.000000,55400.000000,49404.320313,9645034
2019-12-27,55700.000000,56900.000000,55500.000000,56500.000000,50709.308594,12313056
2019-12-30,56200.000000,56600.000000,55700.000000,55800.000000,50081.042969,8356767
2020-01-02,55500.000000,56000.000000,55000.000000,55200.000000,49542.535156,12993228
2020-01-03,56000.000000,56600.000000,54900.000000,55500.000000,49811.789063,15422255
2020-01-06,54900.000000,55600.000000,54600.000000,55500.000000,49811.789063,10278951
2020-01-07,55700.000000,56400.000000,55600.000000,55800.000000,50081.042969,10009778
2020-01-08,56200.000000,57400.000000,55900.000000,56800.000000,50978.554688,23501171
2020-01-09,58400.000000,58600.000000,57400.000000,58600.000000,52594.070313,24102579
2020-01-10,58800.000000,59700.000000,58300.000000,59500.000000,53401.839844,16000170
2020-01-13,59600.000000,60000.000000,59100.000000,60000.000000,53850.585938,11359139
2020-01-14,60400.000000,61000.000000,59900.000000,60000.000000,53850.585938,16906295
2020-01-15,59500.000000,59600.000000,58900.000000,59000.000000,52953.078125,14300928
2020-01-16,59100.000000,60700.000000,59000.000000,60700.000000,54478.843750,14381774
2020-01-17,61900.000000,62000.000000,61000.000000,61300.000000,55017.347656,16025661
2020-01-20,62000.000000,62800.000000,61700.000000,62400.000000,56004.605469,12528855
2020-01-21,62000.000000,62400.000000,61200.000000,61400.000000,55107.085938,11142693
2020-01-22,60500.000000,62600.000000,60400.000000,62300.000000,55914.863281,15339565
2020-01-23,61800.000000,61800.000000,60700.000000,60800.000000,54568.597656,14916555
2020-01-28,59400.000000,59400.000000,58300.000000,58800.000000,52773.574219,23664541
2020-01-29,59100.000000,59700.000000,58800.000000,59100.000000,53042.820313,16446102
2020-01-30,58800.000000,58800.000000,56800.000000,57200.000000,51337.562500,20821939
2020-01-31,57800.000000,58400.000000,56400.000000,56400.000000,50619.558594,19749457
2020-02-03,55500.000000,57400.000000,55200.000000,57200.000000,51337.562500,23995260
2020-02-04,57100.000000,59000.000000,56800.000000,58900.000000,52863.328125,21800192
2020-02-05,60000.000000,60200.000000,58900.000000,59500.000000,53401.839844,19278165
2020-02-06,60100.000000,61100.000000,59700.000000,61100.000000,54837.843750,14727159
2020-02-07,61100.000000,61200.000000,59700.000000,60400.000000,54209.582031,16402493
2020-02-10,59200.000000,59800.000000,59100.000000,59700.000000,53581.328125,13107121
2020-02-11,59800.000000,60700.000000,59700.000000,59900.000000,53760.839844,11071231
2020-02-12,60300.000000,60700.000000,59700.000000,60500.000000,54299.339844,12904207
2020-02-13,61200.000000,61600.000000,60500.000000,60700.000000,54478.843750,18449775
2020-02-14,60900.000000,61900.000000,60200.000000,61800.000000,55466.097656,13276067
2020-02-17,61600.000000,62000.000000,61200.000000,61500.000000,55196.851563,8740596
2020-02-18,60800.000000,60900.000000,59700.000000,59800.000000,53671.078125,16674266
2020-02-19,59800.000000,60400.000000,59400.000000,60200.000000,54030.082031,12951496
2020-02-20,60700.000000,61300.000000,59600.000000,60000.000000,53850.585938,14591924
2020-02-21,58800.000000,59800.000000,58500.000000,59200.000000,53132.574219,13777393
2020-02-24,57400.000000,58100.000000,56800.000000,56800.000000,50978.554688,25627537
2020-02-25,56200.000000,58000.000000,56200.000000,57900.000000,51965.820313,23885408
2020-02-26,56000.000000,57000.000000,56000.000000,56500.000000,50709.308594,25483102
2020-02-27,56300.000000,56900.000000,55500.000000,55900.000000,50170.796875,23209541
2020-02-28,55000.000000,55500.000000,54200.000000,54200.000000,48645.023438,30054227
2020-03-02,54300.000000,55500.000000,53600.000000,55000.000000,49363.035156,30403412
2020-03-03,56700.000000,56900.000000,55100.000000,55400.000000,49722.039063,30330295
2020-03-04,54800.000000,57600.000000,54600.000000,57400.000000,51517.058594,24765728
2020-03-05,57600.000000,58000.000000,56700.000000,57800.000000,51876.066406,21698990
2020-03-06,56500.000000,57200.000000,56200.000000,56500.000000,50709.308594,18716656
2020-03-09,56500.000000,56500.000000,56500.000000,56500.000000,50709.308594,0
2020-03-10,53800.000000,54900.000000,53700.000000,54600.000000,49004.035156,32106554
2020-03-11,54300.000000,54400.000000,52000.000000,52100.000000,46760.253906,45707281
2020-03-12,52100.000000,52100.000000,52100.000000,52100.000000,46760.253906,0
2020-03-13,47450.000000,51600.000000,46850.000000,49950.000000,44830.609375,59462933
2020-03-16,50100.000000,50900.000000,48800.000000,48900.000000,43888.226563,33339821
2020-03-17,46900.000000,49650.000000,46700.000000,47300.000000,42452.214844,51218151
2020-03-18,47750.000000,48350.000000,45600.000000,45600.000000,40926.445313,40152623
2020-03-19,46400.000000,46650.000000,42300.000000,42950.000000,38548.046875,56925513
2020-03-20,44150.000000,45500.000000,43550.000000,45400.000000,40746.933594,49730008
2020-03-23,42600.000000,43550.000000,42400.000000,42500.000000,38144.164063,41701626
2020-03-24,43850.000000,46950.000000,43050.000000,46950.000000,42138.078125,49801908
2020-03-25,48950.000000,49600.000000,47150.000000,48650.000000,43663.839844,52735922
2020-03-26,49000.000000,49300.000000,47700.000000,47800.000000,42900.972656,42185129
2020-03-27,49600.000000,49700.000000,46850.000000,48300.000000,43349.718750,39896178
2020-03-30,47050.000000,48350.000000,46550.000000,47850.000000,43262.925781,26797395
2020-03-31,48000.000000,48500.000000,47150.000000,47750.000000,43172.511719,30654261
2020-04-01,47450.000000,47900.000000,45800.000000,45800.000000,41409.437500,27259532
2020-04-02,46200.000000,46850.000000,45350.000000,46800.000000,42313.578125,21621076
2020-04-03,47400.000000,47600.000000,46550.000000,47000.000000,42494.406250,22784682
2020-04-06,47500.000000,48800.000000,47250.000000,48700.000000,44031.441406,23395726
2020-04-07,49650.000000,50200.000000,49000.000000,49600.000000,44845.156250,31524034
2020-04-08,49600.000000,49750.000000,48600.000000,48600.000000,43941.031250,25010314
2020-04-09,49750.000000,49800.000000,48700.000000,49100.000000,44393.093750,22628058
2020-04-10,48950.000000,49250.000000,48650.000000,49250.000000,44528.710938,17839111
2020-04-13,48650.000000,48900.000000,48300.000000,48300.000000,43669.781250,14431800
2020-04-14,48800.000000,49200.000000,48300.000000,49000.000000,44302.675781,14206216
2020-04-16,49350.000000,49350.000000,48550.000000,49000.000000,44302.675781,23349760
2020-04-17,50800.000000,52000.000000,50300.000000,51400.000000,46472.601563,32041675
2020-04-20,51400.000000,51400.000000,50000.000000,50100.000000,45297.230469,21866354
2020-04-21,49400.000000,49700.000000,48700.000000,49250.000000,44528.710938,27407543
2020-04-22,48700.000000,50000.000000,48350.000000,49850.000000,45071.195313,18613864
2020-04-23,50200.000000,50300.000000,49500.000000,49850.000000,45071.195313,18754442
2020-04-24,49650.000000,49750.000000,49000.000000,49350.000000,44619.125000,15618347
2020-04-27,49350.000000,50000.000000,49100.000000,49850.000000,45071.195313,14049471
2020-04-28,49850.000000,50100.000000,49300.000000,50100.000000,45297.230469,16095399
2020-04-29,49900.000000,50500.000000,49600.000000,50000.000000,45206.816406,15604533
2020-05-04,48900.000000,49100.000000,48500.000000,48500.000000,43850.617188,26083749
2020-05-06,49000.000000,49200.000000,48500.000000,49200.000000,44483.503906,18070225
2020-05-07,49200.000000,49300.000000,48700.000000,48800.000000,44121.847656,13884411
2020-05-08,49100.000000,49350.000000,48800.000000,48800.000000,44121.847656,15319700
2020-05-11,48900.000000,49250.000000,48300.000000,48400.000000,43760.203125,16357743
2020-05-12,48400.000000,48500.000000,47550.000000,47900.000000,43308.132813,23433590
2020-05-13,47250.000000,48550.000000,47200.000000,48550.000000,43895.820313,20223277
2020-05-14,47750.000000,48100.000000,47650.000000,48000.000000,43398.539063,19305974
2020-05-15,48400.000000,48450.000000,47700.000000,47850.000000,43262.925781,18463118
2020-05-18,47950.000000,49100.000000,47600.000000,48800.000000,44121.847656,20481981
2020-05-19,50100.000000,50500.000000,49700.000000,50300.000000,45478.058594,25168295
2020-05-20,50000.000000,50200.000000,49800.000000,50000.000000,45206.816406,14896899
2020-05-21,50300.000000,50400.000000,49850.000000,49950.000000,45161.609375,14949266
2020-05-22,49600.000000,49800.000000,48600.000000,48750.000000,44076.652344,19706284
2020-05-25,48750.000000,48900.000000,48450.000000,48850.000000,44167.054688,14337913
2020-05-26,48700.000000,49450.000000,48600.000000,49250.000000,44528.710938,15127490
2020-05-27,48950.000000,50000.000000,48800.000000,49900.000000,45116.410156,19548479
2020-05-28,51100.000000,51200.000000,49900.000000,50400.000000,45568.468750,31309318
2020-05-29,50000.000000,50700.000000,49700.000000,50700.000000,45839.710938,27596961
2020-06-01,50800.000000,51200.000000,50600.000000,51200.000000,46291.777344,16949183
2020-06-02,51000.000000,51500.000000,50800.000000,51400.000000,46472.601563,14247933
2020-06-03,51800.000000,55000.000000,51700.000000,54500.000000,49275.429688,49257814
2020-06-04,55800.000000,57000.000000,54600.000000,54600.000000,49365.843750,40220334
2020-06-05,54400.000000,55900.000000,54000.000000,55500.000000,50179.562500,22743629
2020-06-08,56400.000000,56500.000000,54700.000000,54900.000000,49637.078125,25634965
2020-06-09,55800.000000,56500.000000,54400.000000,55500.000000,50179.562500,23998831
2020-06-10,55100.000000,55900.000000,54900.000000,55400.000000,50089.148438,16742493
2020-06-11,54500.000000,55100.000000,53200.000000,54300.000000,49094.597656,33815123
2020-06-12,52100.000000,52800.000000,51500.000000,52300.000000,47286.328125,26976019
2020-06-15,51400.000000,52000.000000,49900.000000,49900.000000,45116.410156,28772921
2020-06-16,51200.000000,52100.000000,50600.000000,52100.000000,47105.500000,21808375
2020-06-17,52100.000000,52900.000000,51300.000000,52200.000000,47195.917969,26672595
2020-06-18,52200.000000,52300.000000,51600.000000,52300.000000,47286.328125,15982926
2020-06-19,52600.000000,52900.000000,51600.000000,52900.000000,47828.808594,18157985
2020-06-22,52000.000000,52600.000000,51800.000000,52000.000000,47015.089844,13801350
2020-06-23,52500.000000,52800.000000,51100.000000,51400.000000,46472.601563,18086152
2020-06-24,51900.000000,53900.000000,51600.000000,52900.000000,47828.808594,24519552
2020-06-25,52100.000000,53000.000000,51900.000000,51900.000000,46924.675781,18541624
2020-06-26,52800.000000,53900.000000,52200.000000,53300.000000,48190.468750,21575360
2020-06-29,52500.000000,53200.000000,52000.000000,52400.000000,47693.503906,17776925
2020-06-30,53900.000000,53900.000000,52800.000000,52800.000000,48057.574219,21157172
2020-07-01,53400.000000,53600.000000,52400.000000,52600.000000,47875.539063,16706143
2020-07-02,52100.000000,52900.000000,52100.000000,52900.000000,48148.601563,14142583
2020-07-03,53000.000000,53600.000000,52700.000000,53600.000000,48785.718750,11887868
2020-07-06,54000.000000,55000.000000,53800.000000,55000.000000,50059.972656,19856623
2020-07-07,55800.000000,55900.000000,53400.000000,53400.000000,48603.691406,30760032
2020-07-08,53600.000000,53900.000000,52900.000000,53000.000000,48239.613281,19664652
2020-07-09,53200.000000,53600.000000,52800.000000,52800.000000,48057.574219,17054850
2020-07-10,53100.000000,53200.000000,52300.000000,52700.000000,47966.566406,13714746
2020-07-13,53300.000000,53800.000000,53100.000000,53400.000000,48603.691406,12240188
2020-07-14,53700.000000,53800.000000,53200.000000,53800.000000,48967.757813,14269484
2020-07-15,54400.000000,55000.000000,54300.000000,54700.000000,49786.917969,24051450
2020-07-16,54800.000000,54800.000000,53800.000000,53800.000000,48967.757813,16779127
2020-07-17,54200.000000,54700.000000,54100.000000,54400.000000,49513.863281,10096174
2020-07-20,54800.000000,54800.000000,54000.000000,54200.000000,49331.832031,10507530
2020-07-21,55200.000000,55400.000000,54800.000000,55300.000000,50333.027344,18297260
2020-07-22,55300.000000,55500.000000,54700.000000,54700.000000,49786.917969,12885057
2020-07-23,54700.000000,54700.000000,53800.000000,54100.000000,49240.804688,16214932
2020-07-24,54000.000000,54400.000000,53700.000000,54200.000000,49331.832031,10994535
2020-07-27,54300.000000,55700.000000,54300.000000,55600.000000,50606.085938,21054421
2020-07-28,57000.000000,58800.000000,56400.000000,58600.000000,53336.632813,48431566
2020-07-29,60300.000000,60400.000000,58600.000000,59000.000000,53700.703125,36476611
2020-07-30,59700.000000,60100.000000,59000.000000,59000.000000,53700.703125,19285354
2020-07-31,59500.000000,59600.000000,57700.000000,57900.000000,52699.492188,21943345
2020-08-03,57800.000000,57900.000000,56700.000000,56800.000000,51698.304688,21158940
2020-08-04,57200.000000,58100.000000,57000.000000,57300.000000,52153.390625,19419694
2020-08-05,57300.000000,57500.000000,56300.000000,56900.000000,51789.316406,17739706
2020-08-06,57100.000000,58400.000000,57100.000000,58000.000000,52790.523438,21625874
2020-08-07,57900.000000,58400.000000,57100.000000,57500.000000,52335.433594,18751717
2020-08-10,57600.000000,58300.000000,57500.000000,57800.000000,52608.488281,17774291
2020-08-11,58000.000000,59500.000000,57800.000000,58200.000000,52972.554688,24907912
2020-08-12,58200.000000,59000.000000,57700.000000,59000.000000,53700.703125,18573934
2020-08-13,59400.000000,59600.000000,58000.000000,58700.000000,53427.648438,22089460
2020-08-14,58000.000000,58400.000000,57700.000000,58000.000000,52790.523438,15672548
2020-08-18,58900.000000,59900.000000,58000.000000,58400.000000,53154.593750,25307825
2020-08-19,59000.000000,59200.000000,57800.000000,57800.000000,52608.488281,16930719
2020-08-20,57600.000000,57600.000000,55300.000000,55400.000000,50424.042969,30386029
2020-08-21,56200.000000,56900.000000,55800.000000,55900.000000,50879.144531,21142288
2020-08-24,55800.000000,56600.000000,55400.000000,56100.000000,51061.175781,15055896
2020-08-25,56400.000000,56800.000000,56100.000000,56400.000000,51334.226563,14021705
2020-08-26,56400.000000,56500.000000,55700.000000,56400.000000,51334.226563,17651593
2020-08-27,56300.000000,56300.000000,55600.000000,55600.000000,50606.085938,16196568
2020-08-28,56100.000000,56300.000000,55400.000000,55400.000000,50424.042969,14619888
2020-08-31,56000.000000,56100.000000,54000.000000,54000.000000,49149.796875,32671367
2020-09-01,54100.000000,54800.000000,54100.000000,54200.000000,49331.832031,19363117
2020-09-02,54600.000000,55100.000000,54100.000000,54400.000000,49513.863281,16905723
2020-09-03,55600.000000,56700.000000,55500.000000,56400.000000,51334.226563,28384920
2020-09-04,55200.000000,55800.000000,55100.000000,55600.000000,50606.085938,22139109
